,Unnamed: 0,name,Background,Clothes,Eyes,Eyewear,Fur,Hat,Mouth,trait_1_rarity,trait_3_rarity,trait_4_rarity,Eyewear_rarity,trait_0_rarity,trait_5_rarity,trait_2_rarity,rarity_rank,overall_rarity,min_rarity,mean_rarity,trait_n,mint,pred_SOL
4160,4160,Okay Bear #2695,Purple,Striped Tee,Sad,,Red Panda,Earrings,Wry,11.87,3.5700000000000003,5.07,66.72,2.76,2.66,9.22,4161,9.702967389673742e-09,2.66,14.552857142857144,6,2BQLAuq5jyhGWhRjL8d6n8gZEZM8cRZoCSvCeRSCoZ1e,96.7402
9040,9040,Okay Bear #5828,Purple,,Okay,,Tan,Classic Cap,Oou,11.87,19.65,20.23,66.72,14.13,3.37,2.71,9041,4.0626232317336175e-07,2.71,19.81142857142857,5,8r61gtC9P9cfk1MuKywtmLRCXTkEGWnjPtudcSmng1mk,96.740105
3036,3036,Okay Bear #5282,Warm Grey,Olive Windbreaker,Spirited,,Green,Earrings,Oou,12.27,2.56,6.2,66.72,4.5600000000000005,2.66,2.71,3037,4.271181485897024e-09,2.56,13.954285714285716,6,HrWus7nN2yDzh8skHzgCdrNw8NyJmfRMohkQjoLdFgj4,96.739555
5866,5866,Okay Bear #4555,Green,Olive Windbreaker,Annoyed,,Tan,Runner Cap,Sneer,12.6,2.56,13.089999999999998,66.72,14.13,3.39,2.11,5867,2.8472821794066464e-08,2.11,16.371428571428574,6,BUe5CCt796dsPUx5V5Erv7UgzUqpdeFmE2dY8AAVM91E,96.73943
7630,7630,Okay Bear #9795,Warm Grey,Loose Overalls,Okay,,Tan,Flat Hat,Proud,12.27,2.68,20.23,66.72,14.13,2.9000000000000004,5.28,7631,9.602965297342988e-08,2.68,17.744285714285713,6,H69cYH1bhN8tpRM7byyR5kLZwbHJ16q7qngtarDnzEJc,96.73914
9469,9469,Okay Bear #2085,Yellow,Summer Shirt,Sarcastic,,Grizzly,,Pouting,12.22,2.29,9.65,66.72,14.4,26.98,12.31,9470,8.616929298261415e-07,2.29,20.65285714285714,5,FxmSyJbBBGtWv51tpcNfKtE2g8vGWSVu8hAYfCB6EkDt,96.73885
4210,4210,Okay Bear #2708,Warm Grey,Okay Tee,Sad,,Tan,Black Bucket Hat,Ugh,12.27,2.73,5.07,66.72,14.13,4.12,1.51,4211,9.960646603184585e-09,1.51,15.221428571428573,6,E1ieEy2XvkV98gumnfGEgPkXjG99fcv89zCfuRUZtUFR,96.73866
7086,7086,Okay Bear #7577,Blue,Sling Pack,Happy,,Tan,Classic Cap,Wry,12.52,2.2,7.88,66.72,14.13,3.37,9.22,7087,6.357878856666634e-08,2.2,16.577142857142857,6,HVuhxFRjUfyXEymdWX8dzr2AAAFKWLKGYmU3Mxdyj3kF,96.73844
3819,3819,Okay Bear #2352,Grey,Hooded Cardigan,Sad,,Albino,Earrings,Wry,12.61,1.61,5.07,66.72,4.5600000000000005,2.66,9.22,3820,7.680373843738315e-09,1.61,14.635714285714286,6,856hZPDjfq5UmCr5G1H8ApnxrEekcsk95haq6Cij5g6a,96.7364
6651,6651,Okay Bear #5821,Blue,Double Jacket,Disappointed,,Andean,Worn Out Cap,Okay,12.52,2.51,9.4,66.72,3.77,2.79,23.05,6652,4.778355142874051e-08,2.51,17.251428571428573,6,DCV7Dw8CbebRLRiz9MifwrQLANJDaT8pfwdrFmsGeg3K,96.73624
5954,5954,Okay Bear #3296,Warm Grey,Autumn Sweater,Defeated,,Grizzly,Backwards Flat Cap,Wry,12.27,1.7500000000000002,5.26,66.72,14.4,3.03,9.22,5955,3.0315199795793745e-08,1.7500000000000002,16.092857142857145,6,8VCYnWHV6ETzNudQrCnE4UmN2BdVXc94NmPhLV8XLMek,96.73422
4800,4800,Okay Bear #5761,White,Tech Jacket,Annoyed,Punk Sunglasses,Grizzly,,Clean Smile,12.65,1.04,13.089999999999998,2.69,14.4,26.98,7.969999999999999,4801,1.4344273266603917e-08,1.04,11.26,6,HgSw3DG6PE6nUw1LrfcvdiQJ5nbJsr75sZUT8W71GPmG,96.73272
2841,2841,Okay Bear #8139,Purple,Utility Vest,Tired,,Albino,Classic Cap,Huh,11.87,1.97,4.54,66.72,4.5600000000000005,3.37,3.44,2842,3.744398147516269e-09,1.97,13.781428571428574,6,6HNfUbCRvtWZjeQgLA7W7enXySAAgCitk7vxsJH4EuF7,96.73109
8696,8696,Okay Bear #4378,Green,Vintage Windbreaker,Annoyed,,Tan,Pencil,Okay,12.6,1.93,13.089999999999998,66.72,14.13,3.790000000000001,23.05,8697,2.621656812572952e-07,1.93,19.330000000000005,6,AjmdZtEsXk7MsHTNUJsXXt4XEx4ky3FDGsFB6h9kBcQt,96.73096
4917,4917,Okay Bear #652,Purple,Loose Overalls,Annoyed,,Black,Earrings,Gah,11.87,2.68,13.089999999999998,66.72,4.95,2.66,4.26,4918,1.5583953075115048e-08,2.66,15.175714285714287,6,HgVH5scNbQhhGgKTFZoTT56eQxeguGNKqyRgEQ9VheMo,96.730545
6041,6041,Okay Bear #7189,Green,Formal Vest,Annoyed,,Green,,Ugh,12.6,1.5699999999999998,13.089999999999998,66.72,4.5600000000000005,26.98,1.51,6042,3.2095904343564995e-08,1.51,18.14714285714285,5,FQUdg4UbW9aFyS62rn7X8AQVE9XqnWVr81YHvvjpPDfZ,96.72687
4948,4948,Okay Bear #6749,White,Sleeveless Tee,Okay,,Ginger,Backwards Skate Cap,Raspberry,12.65,2.86,20.23,66.72,6.0600000000000005,2.12,2.53,4949,1.587221308663749e-08,2.12,16.16714285714286,6,91fPiwnm7M6FJVGw9s44ncnrT343C2ANy22vNtdpsjHZ,96.72674
3127,3127,Okay Bear #5811,Yellow,Pullover Windbreaker,Tired,,Sand,Backwards Flat Cap,Ohh,12.22,2.04,4.54,66.72,8.18,3.03,2.43,3128,4.547947781679148e-09,2.04,14.165714285714287,6,GgRqKFJnwG7MsjCYRcDBYx6rRTyd6xxk6AaQQ6p4TbJD,96.72626
4270,4270,Okay Bear #8774,Yellow,Puffer Jacket,Okay,,Grizzly,Pom Pom Beanie,Asparagus,12.22,2.27,20.23,66.72,14.4,2.56,0.76,4271,1.0489747471606483e-08,0.76,17.02285714285714,6,8piYsMFdSTmS2RFoBGFzQNr3MFTiRmzQRwmmmapTawRe,96.725655
7541,7541,Okay Bear #884,Warm Grey,Olive Windbreaker,Okay,,Sun,Sweatband,Okay,12.27,2.56,20.23,66.72,2.59,3.52,23.05,7542,8.909427655678842e-08,2.56,18.70571428571429,6,J8dwsyRCTnfigTp7yV5yPTHATzmz9cAUMvCnqXWABr4h,96.72408
3898,3898,Okay Bear #1215,Purple,Striped Tee,Annoyed,,Dark Brown,Baker Boy Hat,Pencil,11.87,3.5700000000000003,13.089999999999998,66.72,12.68,2.14,0.8099999999999999,3899,8.134533743401925e-09,0.8099999999999999,15.84,6,AAvbjV75gUETzoF6y12Yps15YugMRJRsn6s9LjiMNYeX,96.72386
2206,2206,Okay Bear #8293,White,Faded Denim Jacket,Tired,,Green,Pom Pom Beanie,Raspberry,12.65,1.93,4.54,66.72,4.5600000000000005,2.56,2.53,2207,2.184163041900332e-09,1.93,13.641428571428573,6,GZDxFbHzdqjAuEWGZyopKeXBBp4T3SNmpbXmHEN5h6gY,96.72293
3969,3969,Okay Bear #7294,Warm Grey,Okay Tee,Sarcastic,,Ginger,Visor,Sneer,12.27,2.73,9.65,66.72,6.0600000000000005,3.09,2.11,3970,8.521265944422677e-09,2.11,14.661428571428573,6,ggTVN6DU9RmD5yxtYKQRBCZ5ZT6Uuqg6nZ1a3PryEjC,96.720535
6785,6785,Okay Bear #3550,Grey,,Closed,,Andean,Beret,Wry,12.61,19.65,3.1,66.72,3.77,2.92,9.22,6786,5.201762212399356e-08,2.92,16.855714285714285,5,6qK1YRcKBKGZ5FS4q798Q6qJVGXVt6ZC8SJFA8h3pUWX,96.71903
5012,5012,Okay Bear #8289,Blue,Summer Shirt,Interested,,Grizzly,Worn Out Beanie,Huh,12.52,2.29,6.710000000000001,66.72,14.4,2.6,3.44,5013,1.6531514853213634e-08,2.29,15.525714285714285,6,Bhkj2cLU3VsQ48bY1AsFEiaBeRZWqzTVLNPT9U8A3FtM,96.7175
2426,2426,Okay Bear #9444,Purple,,Interested,Barrel Sunglasses,Sun,,Ahh,11.87,19.65,6.710000000000001,2.11,2.59,26.98,1.13,2427,2.607584567187346e-09,1.13,10.148571428571428,5,7a5bVq9oNK1pWZy3ivw2P1L6jTnHdx6oxVN3FYgM3M4h,96.71648
3324,3324,Okay Bear #2856,White,Summer Shirt,Spirited,,Dark Brown,Sweatband,Grimace,12.65,2.29,6.2,66.72,12.68,3.52,0.99,3325,5.295059524517622e-09,0.99,15.007142857142858,6,E5nRUxwmjjXWPZsjFEcAFkbmi14K24kcEhD1wJ38UJho,96.711395
9066,9066,Okay Bear #7112,Warm Grey,Summer Shirt,Annoyed,,Red Panda,,Okay,12.27,2.29,13.089999999999998,66.72,2.76,26.98,23.05,9067,4.212090428325179e-07,2.29,21.02285714285714,5,GoNUYaMKniMbd9KBoLNE2XqrpyYttmbSpZmEAdHgfsoV,96.709984
7929,7929,Okay Bear #7716,Cream,Striped Tee,Annoyed,,Sun,,Gah,13.26,3.5700000000000003,13.089999999999998,66.72,2.59,26.98,4.26,7930,1.230718511269506e-07,2.59,18.638571428571428,5,7qfzvQw2JRMU8GkxX1f2DhbrY2sWEBCwDfETBD7zr7vU,96.70951
4491,4491,Okay Bear #3765,Grey,Formal Vest,Sarcastic,,Panda,Okay Beanie,Clean Smile,12.61,1.5699999999999998,9.65,66.72,3.9,3.01,7.969999999999999,4492,1.192579978519952e-08,1.5699999999999998,15.061428571428573,6,8KgGV6w4ZjVb1exswze8kmhSqCLhRmn3ueKmJ72gf7Zk,96.70804
8293,8293,Okay Bear #9824,Grey,,Annoyed,Aviator Sunglasses,Tan,,Huh,12.61,19.65,13.089999999999998,4.09,14.13,26.98,3.44,8294,1.7397351798789266e-07,3.44,13.427142857142858,5,4KDyByWaQ4YLknweHnkt14zBheqLzJkKkod2KzkzAPWB,96.706856
6202,6202,Okay Bear #1652,Cream,Faded Denim Jacket,Interested,,Sand,Visor,Pouting,13.26,1.93,6.710000000000001,66.72,8.18,3.09,12.31,6203,3.5649153914285043e-08,1.93,16.028571428571432,6,AXwsBjGDo8zBeM1irwHCjN5n3m7f2L8dH3WWAS1oDV5t,96.706665
8272,8272,Okay Bear #2443,White,Okay Hoodie,Okay,,Dark Brown,Bandana,Pouting,12.65,1.5,20.23,66.72,12.68,4.24,12.31,8273,1.695027966324562e-07,1.5,18.618571428571435,6,B8cnNidiJoqo9AVhT6UGeZhdyhDygRZexi6Gwcexpph,96.70583
8675,8675,Okay Bear #2866,Grey,Puffer Jacket,Annoyed,,Grizzly,Visor,Okay,12.61,2.27,13.089999999999998,66.72,14.4,3.09,23.05,8676,2.5640620402175143e-07,2.27,19.318571428571428,6,ERsZtEcsjJxey56pQh3BmP5EXwiYKmMiEA5e7YLqv39J,96.70206
7563,7563,Okay Bear #9578,Warm Grey,Hoodie with Headphones,Okay,,Dark Brown,Skate Cap,Huh,12.27,2.27,20.23,66.72,12.68,5.510000000000002,3.44,7564,9.035488454311126e-08,2.27,17.58857142857143,6,GkMAiaZAoXehn5wWjyrncrwSFXBHheGCd6jFvmvgJKQS,96.701866
3134,3134,Okay Bear #2789,Purple,Golf Polo,Okay,,Ginger,Chullo,Hmm,11.87,2.0,20.23,66.72,6.0600000000000005,0.7799999999999999,3.02,3135,4.574112110161252e-09,0.7799999999999999,15.811428571428573,6,FNjrRHyXEMXRV9tjH188fkavmWZ7S5o7kv9fU3inDw8W,96.70084
2804,2804,Okay Bear #2116,Grey,Leather Jacket,Spirited,,Ginger,Flat Hat,Hmm,12.61,1.3,6.2,66.72,6.0600000000000005,2.9000000000000004,3.02,2805,3.5990156158759295e-09,1.3,14.115714285714288,6,4S2AS7GDzggbpuw4w9CWSxWSSiASRrzhM8Mwsw3C6m37,96.6996
6169,6169,Okay Bear #2446,Blue,Olive Windbreaker,Interested,,Pink,,Sneer,12.52,2.56,6.710000000000001,66.72,4.26,26.98,2.11,6170,3.4798205758106744e-08,2.11,17.408571428571427,5,FjNm1aMToR8w2qvf47ELi7BghyNxc3NvNihA9PnzWnXk,96.69807
7323,7323,Okay Bear #5578,White,Olive Windbreaker,Happy,,Grizzly,Surf Bucket Hat,Okay,12.65,2.56,7.88,66.72,14.4,1.3299999999999998,23.05,7324,7.516191016516977e-08,1.3299999999999998,18.37,6,6SF8zevArDXBfxPEycmx5DhBKyTpofTsi38E4xY4azPs,96.69589
5614,5614,Okay Bear #9964,Blue,Hoodie with Headphones,Annoyed,Barrel Sunglasses,Grizzly,,Clean Smile,12.52,2.27,13.089999999999998,2.11,14.4,26.98,7.969999999999999,5615,2.43060869261869e-08,2.11,11.334285714285713,6,EcSotZJoTnii6kPcjgLLDSw8tTRdqR2ByAobDaLDvnu8,96.69535
3331,3331,Okay Bear #2939,Grey,Wool Overcoat,Happy,,Grizzly,Visor,Ugh,12.61,1.2,7.88,66.72,14.4,3.09,1.51,3332,5.345354425670738e-09,1.2,15.344285714285714,6,B5dd6rfZFBvTnWEHsTFga7XBpTAgEHc8uRkxh2eemWZR,96.69493
9554,9554,Okay Bear #3648,Green,Suede Jacket,Interested,,Tan,,Okay,12.6,2.02,6.710000000000001,66.72,14.13,26.98,23.05,9555,1.001279925777705e-06,2.02,21.744285714285716,5,3PqbvYbxgNKfA858PmtrCx25TdgHp6rjVzu8nvuihSEj,96.69468
2046,2046,Okay Bear #1776,Warm Grey,Vintage Shirt,Closed,Pixel Glasses,Tan,Mumford Hat,Okay,12.27,2.75,3.1,3.2,14.13,1.7500000000000002,23.05,2047,1.9078317366570003e-09,1.7500000000000002,8.607142857142858,7,9WX7NRLQkhc6Pq1qTN9NJdZTJHjRG2uYdJ6Mv3qGcSZ1,96.69449
7463,7463,Okay Bear #1353,Warm Grey,Summer Shirt,Annoyed,,Grizzly,Pom Pom Beanie,Wry,12.27,2.29,13.089999999999998,66.72,14.4,2.56,9.22,7464,8.34082689000867e-08,2.29,17.22142857142857,6,B8zz5zcMVMk7Cu3N2PhtHAusUVZKppKJgSLrrzoyhR1g,96.692535
5739,5739,Okay Bear #6757,Blue,Polo with Headphones,Disappointed,Clear Glasses,Grizzly,,Pouting,12.52,1.14,9.4,4.07,14.4,26.98,12.31,5740,2.6115234709832798e-08,1.14,11.545714285714284,6,9QinQZ2VPov6rxM74k9p6pLffjV9yaJyDcxiWBQYAi8o,96.692055
8455,8455,Okay Bear #6990,White,Black Tee,Okay,,Green,Skate Cap,Pouting,12.65,3.83,20.23,66.72,4.5600000000000005,5.510000000000002,12.31,8456,2.0226265994673095e-07,3.83,17.972857142857144,6,278CG13r6AiyU1uJvkKejaHvjF9Wwhfjpqb4wMp2GmsE,96.691574
9353,9353,Okay Bear #3204,Yellow,Double Jacket,Interested,,Sand,,Okay,12.22,2.51,6.710000000000001,66.72,8.18,26.98,23.05,9354,6.985374008502644e-07,2.51,20.91,5,CVLwe9PuALMiQbqWqsQipFqr1m79JXQjzsaBHLDA1LWo,96.68554
6122,6122,Okay Bear #6618,Purple,Urban Hoodie,Sarcastic,,Green,Sweatband,Okay,11.87,1.2,9.65,66.72,4.5600000000000005,3.52,23.05,6123,3.3930772853771076e-08,1.2,17.224285714285713,6,6o4ZQ2CnGeXviNkJHGefhHBR6arAv2PspMszZQvGZ2vG,96.68515
8386,8386,Okay Bear #5572,Purple,Okay Tee,Interested,,Ginger,,Clean Smile,11.87,2.73,6.710000000000001,66.72,6.0600000000000005,26.98,7.969999999999999,8387,1.8904483431870754e-07,2.73,18.434285714285714,5,3i8QM36DvVjojKyD9bK4Hrd9VeovFXPrz5JHLH4ND67f,96.6841
7639,7639,Okay Bear #1461,Grey,Striped Tee,Okay,Snow Goggles,Tan,,Okay,12.61,3.5700000000000003,20.23,1.21,14.13,26.98,23.05,7640,9.683215399585407e-08,1.21,14.54,6,ADZBLG3gPEghbHJMdyhURUqZ7ygGz6NMFLnWiTMbUY9i,96.683075
7485,7485,Okay Bear #5668,Purple,Olive Windbreaker,Okay,,Dark Brown,Surf Bucket Hat,Pouting,11.87,2.56,20.23,66.72,12.68,1.3299999999999998,12.31,7486,8.514743154888008e-08,1.3299999999999998,18.242857142857144,6,ArAuMMecR4qR2uxXjpP5etM8EfBh4ch6sVnnwMzcM2KB,96.68218
3870,3870,Okay Bear #7845,White,Torn Tee,Spirited,,Tan,Black Bucket Hat,Raspberry,12.65,1.04,6.2,66.72,14.13,4.12,2.53,3871,8.015516104019974e-09,1.04,15.341428571428573,6,HJfBMENt53xSuXbMZ2pSXKAHPQG99boe3kg6rjK1DxP4,96.68186
9172,9172,Okay Bear #1765,Warm Grey,Camel Coat,Okay,,Pink,,Okay,12.27,1.16,20.23,66.72,4.26,26.98,23.05,9173,5.089521420255322e-07,1.16,22.095714285714283,5,CfCFcVwLxUyQc4mygAxurzmP6XGd4vfJ3uzJ434PuJzp,96.68161
4287,4287,Okay Bear #4940,Blue,Scarf,Closed,,Grizzly,,Pencil,12.52,1.3,3.1,66.72,14.4,26.98,0.8099999999999999,4288,1.059387560210903e-08,0.8099999999999999,17.97571428571428,5,HP7Jo4zCxdsb4mES5VFTG2U71ocrJvbR6fdUB5ynZqum,96.68081
8454,8454,Okay Bear #1229,Purple,Hooded Cardigan,Happy,,Ginger,,Pouting,11.87,1.61,7.88,66.72,6.0600000000000005,26.98,12.31,8455,2.0222343007703396e-07,1.61,19.061428571428564,5,6YMoFsJzdb2ChHGZ3CMVJTywU1ovuaGnvEQH6Gd35av2,96.67857
5941,5941,Okay Bear #3519,Purple,Double Jacket,Disappointed,,Ginger,,Yum,11.87,2.51,9.4,66.72,6.0600000000000005,26.98,0.98,5942,2.993980565031004e-08,0.98,17.788571428571434,5,8ffhfx6t8pCkUVEUUC1nNnGtChweAUGUP7SrA8AfQ6Hc,96.67669
6998,6998,Okay Bear #7337,Cream,Okay Tee,Okay,,Panda,,Forced Smile,13.26,2.73,20.23,66.72,3.9,26.98,1.16,6999,5.963793991202103e-08,1.16,19.282857142857143,5,B31Xmj7e3oi6zKUbzH413fxcb1aLKq8V7iuDb684PBZp,96.67627
8442,8442,Okay Bear #5882,Yellow,,Closed,,Grizzly,Backwards Flat Cap,Wry,12.22,19.65,3.1,66.72,14.4,3.03,9.22,8443,1.9979634251213245e-07,3.03,18.33428571428572,5,HMJZVVm86pxE88o7keARz4EKVwHLkKnUUa4xNdD6UevT,96.674835
8115,8115,Okay Bear #6578,Grey,Silk Robe,Okay,,Grizzly,Bandana,Okay,12.61,0.6,20.23,66.72,14.4,4.24,23.05,8116,1.4372010829218625e-07,0.6,20.26428571428571,6,CyhZiMASYCu1uYQZHth1mA58ZWDTyDpEkJYYGCuzqYeX,96.67413
7015,7015,Okay Bear #4738,Warm Grey,Formal Vest,Annoyed,,Dark Brown,Sticky Note,Pouting,12.27,1.5699999999999998,13.089999999999998,66.72,12.68,2.3,12.31,7016,6.040112697092067e-08,1.5699999999999998,17.277142857142856,6,ECFs1BCrdYANVByASQrnxtRN1axUXNYtWSRLZz9BV6Fo,96.674
6816,6816,Okay Bear #1737,Grey,Sleeveless Tee,Tired,,Grizzly,Head Cam,Okay,12.61,2.86,4.54,66.72,14.4,1.46,23.05,6817,5.2939433274404745e-08,1.46,17.94857142857143,6,9cNasPX9CB9wBwD37T9qdXjJ6oNsvsa7uzHWmXDNPYFH,96.67167
9496,9496,Okay Bear #9149,Cream,,Annoyed,,Tan,Sweatband,Clean Smile,13.26,19.65,13.089999999999998,66.72,14.13,3.52,7.969999999999999,9497,9.020796998400348e-07,3.52,19.762857142857143,5,CT8c8y2d3fe3WZhwXPgwLNXZxpH9VNNaMD8B8M8kEMW9,96.670746
8708,8708,Okay Bear #8496,Blue,Loose Overalls,Okay,,Tan,Classic Cap,Pouting,12.52,2.68,20.23,66.72,14.13,3.37,12.31,8709,2.654734898289961e-07,2.68,18.851428571428574,6,3kPaoHk6fTJPQxCyLLwGvNYrFsWQSfpZ1pN8sZxCuAcV,96.66892
1843,1843,Okay Bear #8259,Cream,Utility Vest,Defeated,,Green,Mumford Hat,Haa,13.26,1.97,5.26,66.72,4.5600000000000005,1.7500000000000002,2.2,1844,1.6094485731227905e-09,1.7500000000000002,13.674285714285714,6,2cTn3aAQUJ3kne3i66Cw8bX6SGwRyRhZyArvPqxKYXkd,96.66841
9508,9508,Okay Bear #7607,Yellow,,Okay,Barrel Sunglasses,Grizzly,,Okay,12.22,19.65,20.23,2.11,14.4,26.98,23.05,9509,9.178832946797851e-07,2.11,16.94857142857143,5,GHXwvN8QzuYka1XaHbWpJ3vLAzBHnjyCWPzKUw7esn1P,96.66783
3715,3715,Okay Bear #749,Blue,Puffer Jacket,Disappointed,,Ginger,Backwards Flat Cap,Wheat,12.52,2.27,9.4,66.72,6.0600000000000005,3.03,2.17,3716,7.102137298295194e-09,2.17,14.595714285714285,6,Dmy4keXxgVmAj5eG9fSo7oPxyvghEeqPd65vwbg3HL3F,96.665085
5722,5722,Okay Bear #6780,Blue,Leather Jacket,Sarcastic,,Andean,,Ohh,12.52,1.3,9.65,66.72,3.77,26.98,2.43,5723,2.590124269775051e-08,1.3,17.624285714285715,5,4YPEn37e8nisf9BUhmxuoKTSqNpt93o9sbpozPt1eAKG,96.66435
6129,6129,Okay Bear #9823,Yellow,Urban Hoodie,Disappointed,,Green,Sweatband,Okay,12.22,1.2,9.4,66.72,4.5600000000000005,3.52,23.05,6130,3.402630409895609e-08,1.2,17.23857142857143,6,GzYFvxwGUX98XCm7tUY1rMY36DBmPgvqEyidnUsszQ1y,96.66419
7783,7783,Okay Bear #5601,White,Sleeveless Tee,Disappointed,,Tan,Bandana,Clean Smile,12.65,2.86,9.4,66.72,14.13,4.24,7.969999999999999,7784,1.0834448004633546e-07,2.86,16.852857142857143,6,53tYz8Usvimz6ieQ34q7zDm86xNonFvbHzigEvVKkKh8,96.66247
9551,9551,Okay Bear #3291,Grey,Vintage Windbreaker,Annoyed,,Tan,,Pouting,12.61,1.93,13.089999999999998,66.72,14.13,26.98,12.31,9552,9.974938801608459e-07,1.93,21.11,5,AP1RZ1dQWhKWXvW2evFyra9p6DrDGDRVEQtYamva9GcX,96.66241
5562,5562,Okay Bear #6623,Yellow,Black Tee,Annoyed,,Grizzly,Earrings,Ugh,12.22,3.83,13.089999999999998,66.72,14.4,2.66,1.51,5563,2.36421375687603e-08,1.51,16.347142857142856,6,AvQbKVYMKzx9PKgAug4aoN4h6BW2sHDX6RThgHdFwCYt,96.661545
4414,4414,Okay Bear #5685,Grey,Utility Vest,Defeated,,Tan,Pencil,Ohh,12.61,1.97,5.26,66.72,14.13,3.790000000000001,2.43,4415,1.1345163000095745e-08,1.97,15.272857142857143,6,AQFTMNWMtgtAKrP3SjCtHH2FYWjzEZYBRi8rXwhmr2He,96.65828
7902,7902,Okay Bear #2946,Green,Okay Tee,Annoyed,,Grizzly,Okay Beanie,Wry,12.6,2.73,13.089999999999998,66.72,14.4,3.01,9.22,7903,1.2005735885839566e-07,2.73,17.395714285714288,6,5ZW23CqdGU4E6wWPgoP44ZXkihCB7niJLzRjGNghfFbF,96.65822
5610,5610,Okay Bear #4779,Cream,Autumn Sweater,Sarcastic,,Dark Brown,Okay Beanie,Gah,13.26,1.7500000000000002,9.65,66.72,12.68,3.01,4.26,5611,2.4291832170555328e-08,1.7500000000000002,15.904285714285715,6,B8uY4TdQLuzTW2Q7rEsK2W1MomoUaG9eEkfYzywEFQDc,96.65595
6363,6363,Okay Bear #966,Purple,Sleeveless Tee,Disappointed,,Dark Brown,Bandana,Huh,11.87,2.86,9.4,66.72,12.68,4.24,3.44,6364,3.937714238517309e-08,2.86,15.887142857142859,6,3Mu3X8oH8VMM6Csg1L1tDLAiqvT1Xa9VH3iSesQJxG4g,96.65388
4417,4417,Okay Bear #9074,Blue,Formal Vest,Spirited,,Ginger,Flat Hat,Clean Smile,12.52,1.5699999999999998,6.2,66.72,6.0600000000000005,2.9000000000000004,7.969999999999999,4418,1.138887042520313e-08,1.5699999999999998,14.848571428571427,6,C6FJA2LGgWSC94JGGFnXjzSTBEH2ucBdDVkN3jRZgzAk,96.65128
2137,2137,Okay Bear #958,Warm Grey,Vintage Shirt,Spirited,,Albino,Baker Boy Hat,Ugh,12.27,2.75,6.2,66.72,4.5600000000000005,2.14,1.51,2138,2.0567454583978368e-09,1.51,13.735714285714286,6,4HzKz3Lxw5RG887UawJMLawAE3o7sAB9LA7GR5FMjYmP,96.65125
8552,8552,Okay Bear #8380,Warm Grey,,Annoyed,Punk Sunglasses,Pink,,Okay,12.27,19.65,13.089999999999998,2.69,4.26,26.98,23.05,8553,2.2491660433708486e-07,2.69,14.570000000000002,5,6ZJbz2cfph4Zk3v2zynBT2sodpyNZgdsqj1ec3FneADi,96.64959
7168,7168,Okay Bear #9703,Grey,,Disappointed,,Pink,Classic Cap,Hmm,12.61,19.65,9.4,66.72,4.26,3.37,3.02,7169,6.73764268459023e-08,3.02,17.004285714285718,5,76kWgMASJ6FstvozN3bYo8w8faLBwFrfWMdoy8daCBqA,96.64867
6150,6150,Okay Bear #7544,Yellow,Torn Sleeveless Tee,Disappointed,,Sun,Army Hat,Okay,12.22,3.15,9.4,66.72,2.59,2.39,23.05,6151,3.4445638994762925e-08,2.39,17.074285714285715,6,A993jFgzBPWNYMHwjHsJy1NB7uR8WcFLYYYkttzLmgwU,96.64723
6293,6293,Okay Bear #6454,Blue,Okay Hoodie,Annoyed,,Tan,Visor,Proud,12.52,1.5,13.089999999999998,66.72,14.13,3.09,5.28,6294,3.781166799482925e-08,1.5,16.61857142857143,6,8Bm9YN9h5RUqmmKDxbDABK3bURgnuVAthja6f4wP9vgi,96.64576
8508,8508,Okay Bear #1974,White,,Disappointed,,Grizzly,Pencil,Raspberry,12.65,19.65,9.4,66.72,14.4,3.790000000000001,2.53,8509,2.1525794738182316e-07,2.53,18.44857142857143,5,4D58zeG8KemX3KWzUg1Mnv6iAb82XkGaA3p7iAFJszQk,96.64173
8855,8855,Okay Bear #9725,Yellow,,Okay,Round Glasses,Sand,,Clean Smile,12.22,19.65,20.23,3.74,8.18,26.98,7.969999999999999,8856,3.1956176853849457e-07,3.74,14.138571428571426,5,bLka6VuAoaUB6XBqu8menBmRNQDJ5cG1G6BNSe5NzwE,96.64154
2449,2449,Okay Bear #3445,Yellow,Travel Coat,Okay,Punk Sunglasses,Tan,Sticky Note,Pouting,12.22,1.01,20.23,2.69,14.13,2.3,12.31,2450,2.687006971737773e-09,1.01,9.27,7,CmUWv8eQTUuAYLMNZJdenoPiX9HT32fq4jGyzuSuCiTr,96.639496
5662,5662,Okay Bear #5326,Cream,Vintage Windbreaker,Okay,,Sand,Pencil,Beaming Smile,13.26,1.93,20.23,66.72,8.18,3.790000000000001,2.33,5663,2.4951760210324392e-08,1.93,16.634285714285713,6,5KtdzDmbBpnkNGwXd8kRCyprnXvvJugLnNwh2kBdwc5i,96.63384
5892,5892,Okay Bear #388,Warm Grey,Cord Tracksuit,Okay,,Dark Brown,Bandana,Beaming Smile,12.27,1.39,20.23,66.72,12.68,4.24,2.33,5893,2.8837148543842202e-08,1.39,17.122857142857143,6,6eARvTmsQ7eF7AWMtRFQDp3WBE6vUn5312pKsofzD8SJ,96.631386
9061,9061,Okay Bear #9254,Purple,Scarf,Tired,,Grizzly,,Okay,11.87,1.3,4.54,66.72,14.4,26.98,23.05,9062,4.185827519485967e-07,1.3,21.26571428571429,5,J2SF7rC4KJmbQne5h2PxJRoKhd7Joet7vdPabQT8GEMT,96.62905
