,name,Background,Clothes,Eyes,Eyewear,Fur,Hat,Mouth,Background_rarity,Clothes_rarity,Eyes_rarity,Eyewear_rarity,Fur_rarity,Hat_rarity,Mouth_rarity,rarity_rank,overall_rarity,min_rarity,mean_rarity,trait_n
8213,Okay Bear #8447,Green,Vintage Shirt,Okay,,Dark Brown,Classic Cap,Clean Smile,12.6,2.75,20.23,66.72,12.68,3.37,7.969999999999999,8214,1.5928050910992452e-07,2.75,18.045714285714286,6
8214,Okay Bear #9537,Warm Grey,Loose Overalls,Annoyed,,Panda,,Proud,12.27,2.68,13.089999999999998,66.72,3.9,26.979999999999997,5.28,8215,1.5955687278928718e-07,2.68,18.702857142857145,5
8215,Okay Bear #225,Grey,,Spirited,,Sand,Army Hat,Clean Smile,12.61,19.650000000000002,6.2,66.72,8.18,2.39,7.969999999999999,8216,1.5971102408223184e-07,2.39,17.674285714285716,5
8216,Okay Bear #859,Cream,Summer Shirt,Okay,,Ginger,Worn Out Cap,Okay,13.26,2.29,20.23,66.72,6.0600000000000005,2.79,23.05,8217,1.597271284220864e-07,2.29,19.2,6
8217,Okay Bear #3458,Green,Striped Tee,Okay,,Andean,Backwards Flat Cap,Okay,12.6,3.5700000000000003,20.23,66.72,3.7699999999999996,3.0300000000000002,23.05,8218,1.5986212810803264e-07,3.0300000000000002,18.995714285714286,6
8218,Okay Bear #8722,Warm Grey,Urban Hoodie,Interested,,Panda,,Okay,12.27,1.2,6.710000000000001,66.72,3.9,26.979999999999997,23.05,8219,1.598754753153949e-07,1.2,20.118571428571432,5
8219,Okay Bear #9085,White,,Interested,,Green,Pom Pom Beanie,Pouting,12.65,19.650000000000002,6.710000000000001,66.72,4.5600000000000005,2.56,12.31,8220,1.599169502866556e-07,2.56,17.880000000000003,5
8220,Okay Bear #4657,Yellow,Woven Sweater,Annoyed,,Dark Brown,,Sneer,12.22,2.08,13.089999999999998,66.72,12.68,26.979999999999997,2.11,8221,1.6024108585046563e-07,2.08,19.41142857142857,5
8221,Okay Bear #6922,Cream,Woven Sweater,Disappointed,,Tan,,Ohh,13.26,2.08,9.4,66.72,14.13,26.979999999999997,2.4299999999999997,8222,1.602437615656781e-07,2.08,19.285714285714285,5
8222,Okay Bear #2286,Green,Pullover Windbreaker,Sarcastic,,Grizzly,Beret,Okay,12.6,2.04,9.65,66.72,14.399999999999999,2.92,23.05,8223,1.603985126364795e-07,2.04,18.76857142857143,6
8223,Okay Bear #2604,Blue,Summer Shirt,Happy,,Black,,Clean Smile,12.520000000000001,2.29,7.88,66.72,4.95,26.979999999999997,7.969999999999999,8224,1.604454966800945e-07,2.29,18.472857142857144,5
8224,Okay Bear #5651,Green,Black Tee,Spirited,,Tan,,Sneer,12.6,3.83,6.2,66.72,14.13,26.979999999999997,2.11,8225,1.605770993875658e-07,2.11,18.93857142857143,5
8225,Okay Bear #2250,Purple,Faded Denim Jacket,Disappointed,,Grizzly,Classic Cap,Okay,11.87,1.9300000000000002,9.4,66.72,14.399999999999999,3.37,23.05,8226,1.6071456675564588e-07,1.9300000000000002,18.677142857142858,6
8226,Okay Bear #5246,Cream,Fur Coat,Disappointed,,Sand,,Okay,13.26,0.38,9.4,66.72,8.18,26.979999999999997,23.05,8227,1.607597013255844e-07,0.38,21.138571428571428,5
8227,Okay Bear #5301,Green,,Closed,,Tan,Worn Out Cap,Clean Smile,12.6,19.650000000000002,3.1,66.72,14.13,2.79,7.969999999999999,8228,1.6089980501788796e-07,2.79,18.137142857142855,5
8228,Okay Bear #4129,Cream,Hawaiian Shirt,Sarcastic,,Pink,,Wry,13.26,1.78,9.65,66.72,4.26,26.979999999999997,9.22,8229,1.610383613926346e-07,1.78,18.83857142857143,5
8229,Okay Bear #9069,Blue,Olive Windbreaker,Okay,,Dark Brown,Army Hat,Pouting,12.520000000000001,2.56,20.23,66.72,12.68,2.39,12.31,8230,1.6138806777374117e-07,2.39,18.48714285714286,6
8230,Okay Bear #3683,Grey,,Sad,,Sand,Pom Pom Beanie,Wry,12.61,19.650000000000002,5.07,66.72,8.18,2.56,9.22,8231,1.6183253170795123e-07,2.56,17.715714285714288,5
8231,Okay Bear #77,Green,Pullover Windbreaker,Sarcastic,,Tan,Okay Beanie,Okay,12.6,2.04,9.65,66.72,14.13,3.01,23.05,8232,1.6224213423934318e-07,2.04,18.742857142857144,6
8232,Okay Bear #4067,Cream,Okay Tee,Okay,,Tan,Ear Tag,Pouting,13.26,2.73,20.23,66.72,14.13,1.91,12.31,8233,1.623273405439232e-07,1.91,18.755714285714284,6
8233,Okay Bear #3419,Grey,Urban Hoodie,Annoyed,,Black,,Wry,12.61,1.2,13.089999999999998,66.72,4.95,26.979999999999997,9.22,8234,1.6273092089640174e-07,1.2,19.252857142857145,5
8234,Okay Bear #5098,Green,,Okay,,Dark Brown,Mumford Hat,Haa,12.6,19.650000000000002,20.23,66.72,12.68,1.7500000000000002,2.1999999999999997,8235,1.6314170742711071e-07,1.7500000000000002,19.404285714285717,5
8235,Okay Bear #753,White,,Disappointed,,Red Panda,Black Bucket Hat,Wry,12.65,19.650000000000002,9.4,66.72,2.76,4.12,9.22,8236,1.6344596011083564e-07,2.76,17.788571428571434,5
8236,Okay Bear #86,Warm Grey,Black Tee,Annoyed,,Albino,Pencil,Okay,12.27,3.83,13.089999999999998,66.72,4.5600000000000005,3.7900000000000005,23.05,8237,1.634985868173074e-07,3.7900000000000005,18.187142857142856,6
8237,Okay Bear #74,Green,Torn Sleeveless Tee,Okay,,Grizzly,Earrings,Clean Smile,12.6,3.15,20.23,66.72,14.399999999999999,2.6599999999999997,7.969999999999999,8238,1.6354432151962165e-07,2.6599999999999997,18.247142857142858,6
8238,Okay Bear #962,Cream,Hooded Cardigan,Happy,,Dark Brown,,Gah,13.26,1.6099999999999999,7.88,66.72,12.68,26.979999999999997,4.26,8239,1.6357708069022738e-07,1.6099999999999999,19.055714285714284,5
8239,Okay Bear #560,Purple,,Sarcastic,,Ginger,Chullo,Okay,11.87,19.650000000000002,9.65,66.72,6.0600000000000005,0.7799999999999999,23.05,8240,1.6361939452659194e-07,0.7799999999999999,19.68285714285714,5
8240,Okay Bear #3274,White,Autumn Sweater,Okay,,Grizzly,Visor,Pouting,12.65,1.7500000000000002,20.23,66.72,14.399999999999999,3.09,12.31,8241,1.636663959508375e-07,1.7500000000000002,18.735714285714288,6
8241,Okay Bear #7297,Yellow,Leather Jacket,Disappointed,,Black,,Pouting,12.22,1.3,9.4,66.72,4.95,26.979999999999997,12.31,8242,1.6379613382586763e-07,1.3,19.125714285714288,5
8242,Okay Bear #8191,Purple,Torn Sleeveless Tee,Happy,,Tan,Pom Pom Beanie,Okay,11.87,3.15,7.88,66.72,14.13,2.56,23.05,8243,1.6390665403088968e-07,2.56,18.48,6
8243,Okay Bear #2663,White,Black Tee,Happy,,Sun,,Wry,12.65,3.83,7.88,66.72,2.59,26.979999999999997,9.22,8244,1.641134536794576e-07,2.59,18.55285714285714,5
8244,Okay Bear #6751,Cream,,Sarcastic,,Tan,Pom Pom Beanie,Oou,13.26,19.650000000000002,9.65,66.72,14.13,2.56,2.71,8245,1.6445263927077516e-07,2.56,18.382857142857144,5
8245,Okay Bear #3107,Green,Tech Jacket,Spirited,,Tan,,Clean Smile,12.6,1.04,6.2,66.72,14.13,26.979999999999997,7.969999999999999,8246,1.6470016722602247e-07,1.04,19.377142857142854,5
8246,Okay Bear #7402,White,Hooded Cardigan,Okay,,Grizzly,Runner Cap,Pouting,12.65,1.6099999999999999,20.23,66.72,14.399999999999999,3.39,12.31,8247,1.651918303208647e-07,1.6099999999999999,18.75857142857143,6
8247,Okay Bear #6668,Cream,,Annoyed,,Polar,Earrings,Gah,13.26,19.650000000000002,13.089999999999998,66.72,6.41,2.6599999999999997,4.26,8248,1.6529169309947393e-07,2.6599999999999997,18.00714285714286,5
8248,Okay Bear #2159,Warm Grey,Suede Jacket,Okay,,Grizzly,Worn Out Cap,Pouting,12.27,2.02,20.23,66.72,14.399999999999999,2.79,12.31,8249,1.6545222079066274e-07,2.02,18.677142857142858,6
8249,Okay Bear #7169,Cream,Woven Sweater,Okay,,Albino,Bandana,Okay,13.26,2.08,20.23,66.72,4.5600000000000005,4.24,23.05,8250,1.6590535662374995e-07,2.08,19.162857142857142,6
8250,Okay Bear #6699,Purple,Okay Tee,Sad,,Albino,,Pouting,11.87,2.73,5.07,66.72,4.5600000000000005,26.979999999999997,12.31,8251,1.660130405836814e-07,2.73,18.60571428571429,5
8251,Okay Bear #2624,Warm Grey,,Interested,,Black,Classic Cap,Wry,12.27,19.650000000000002,6.710000000000001,66.72,4.95,3.37,9.22,8252,1.6601666910582516e-07,3.37,17.555714285714284,5
8252,Okay Bear #8687,White,Formal Vest,Annoyed,,Tan,Skate Cap,Pouting,12.65,1.5699999999999998,13.089999999999998,66.72,14.13,5.510000000000001,12.31,8253,1.6624082126794545e-07,1.5699999999999998,17.997142857142858,6
8253,Okay Bear #2737,Grey,,Defeated,,Andean,Black Bucket Hat,Pouting,12.61,19.650000000000002,5.26,66.72,3.7699999999999996,4.12,12.31,8254,1.6627082139036223e-07,3.7699999999999996,17.77714285714286,5
8254,Okay Bear #1706,Warm Grey,Black Tee,Tired,,Grizzly,Sweatband,Okay,12.27,3.83,4.54,66.72,14.399999999999999,3.52,23.05,8255,1.663149587731285e-07,3.52,18.332857142857144,6
8255,Okay Bear #6010,Purple,,Defeated,Wayfarer Sunglasses,Grizzly,,Clean Smile,11.87,19.650000000000002,5.26,4.38,14.399999999999999,26.979999999999997,7.969999999999999,8256,1.6639331998631282e-07,4.38,12.930000000000001,5
8256,Okay Bear #6384,Cream,Striped Tee,Sarcastic,,Grizzly,Black Bucket Hat,Wry,13.26,3.5700000000000003,9.65,66.72,14.399999999999999,4.12,9.22,8257,1.667192394129764e-07,3.5700000000000003,17.27714285714286,6
8257,Okay Bear #6626,Yellow,Torn Sleeveless Tee,Defeated,,Tan,Pencil,Okay,12.22,3.15,5.26,66.72,14.13,3.7900000000000005,23.05,8258,1.6675383977120747e-07,3.15,18.331428571428575,6
8258,Okay Bear #2163,Grey,,Annoyed,Aviator Sunglasses,Grizzly,Pencil,Okay,12.61,19.650000000000002,13.089999999999998,4.09,14.399999999999999,3.7900000000000005,23.05,8259,1.6688343395260455e-07,3.7900000000000005,12.954285714285716,6
8259,Okay Bear #1700,Grey,Olive Windbreaker,Spirited,,Wood,,Okay,12.61,2.56,6.2,66.72,2.01,26.979999999999997,23.05,8260,1.669212819788172e-07,2.01,20.018571428571427,5
8260,Okay Bear #6039,Grey,Black Tee,Okay,,Red Panda,,Huh,12.61,3.83,20.23,66.72,2.76,26.979999999999997,3.44,8261,1.6698415026557442e-07,2.76,19.509999999999998,5
8261,Okay Bear #5458,Green,Black Tee,Defeated,,Tan,Backwards Flat Cap,Okay,12.6,3.83,5.26,66.72,14.13,3.0300000000000002,23.05,8262,1.6713477496218276e-07,3.0300000000000002,18.374285714285715,6
8262,Okay Bear #1546,Cream,Black Tee,Happy,,Polar,Bandana,Okay,13.26,3.83,7.88,66.72,6.41,4.24,23.05,8263,1.6727050535613584e-07,3.83,17.912857142857142,6
8263,Okay Bear #672,Green,Cord Tracksuit,White Glow,,Dark Brown,,Pouting,12.6,1.39,3.4099999999999997,66.72,12.68,26.979999999999997,12.31,8264,1.6780890897805558e-07,1.39,19.44142857142857,5
8264,Okay Bear #7271,Purple,,Sarcastic,,Tan,Book,Wry,11.87,19.650000000000002,9.65,66.72,14.13,0.86,9.22,8265,1.682550696799729e-07,0.86,18.87142857142857,5
8265,Okay Bear #6802,Green,Camel Coat,Okay,,Dark Brown,Beret,Okay,12.6,1.16,20.23,66.72,12.68,2.92,23.05,8266,1.683656492740276e-07,1.16,19.90857142857143,6
8266,Okay Bear #5031,Cream,,Okay,,Ginger,Beret,Oou,13.26,19.650000000000002,20.23,66.72,6.0600000000000005,2.92,2.71,8267,1.6864860983697933e-07,2.71,18.792857142857144,5
8267,Okay Bear #1364,Blue,Torn Tee,Sarcastic,,Tan,,Proud,12.520000000000001,1.04,9.65,66.72,14.13,26.979999999999997,5.28,8268,1.687481610903017e-07,1.04,19.474285714285713,5
8268,Okay Bear #3543,Cream,Puffer Jacket,Okay,,Sand,Skate Cap,Wry,13.26,2.27,20.23,66.72,8.18,5.510000000000001,9.22,8269,1.688329174700448e-07,2.27,17.912857142857145,6
8269,Okay Bear #9286,Cream,Insulated Jacket,Okay,,Polar,Black Bucket Hat,Okay,13.26,1.55,20.23,66.72,6.41,4.12,23.05,8270,1.6887031672297577e-07,1.55,19.334285714285716,6
8270,Okay Bear #8470,Purple,Woven Sweater,Spirited,,Grizzly,,Gah,11.87,2.08,6.2,66.72,14.399999999999999,26.979999999999997,4.26,8271,1.6903468069936203e-07,2.08,18.93,5
8271,Okay Bear #1638,Green,,Okay,,Grizzly,Bandana,Yawn,12.6,19.650000000000002,20.23,66.72,14.399999999999999,4.24,0.83,8272,1.6935244118144592e-07,0.83,19.810000000000002,5
8272,Okay Bear #2443,White,Okay Hoodie,Okay,,Dark Brown,Bandana,Pouting,12.65,1.5,20.23,66.72,12.68,4.24,12.31,8273,1.695027966324562e-07,1.5,18.618571428571432,6
8273,Okay Bear #541,Yellow,Striped Tee,Disappointed,,Dark Brown,Backwards Skate Cap,Okay,12.22,3.5700000000000003,9.4,66.72,12.68,2.12,23.05,8274,1.6953109122014754e-07,2.12,18.53714285714286,6
8274,Okay Bear #7947,Warm Grey,,Spirited,,Ginger,Sweatband,Clean Smile,12.27,19.650000000000002,6.2,66.72,6.0600000000000005,3.52,7.969999999999999,8275,1.6956196998975894e-07,3.52,17.484285714285715,5
8275,Okay Bear #9008,White,Cord Tracksuit,Okay,,Sand,Pencil,Okay,12.65,1.39,20.23,66.72,8.18,3.7900000000000005,23.05,8276,1.6959798556589708e-07,1.39,19.430000000000003,6
8276,Okay Bear #7414,White,Black Tee,Defeated,,Grizzly,Okay Beanie,Okay,12.65,3.83,5.26,66.72,14.399999999999999,3.01,23.05,8277,1.6987559804769815e-07,3.01,18.41714285714286,6
8277,Okay Bear #8526,Grey,Camel Coat,Sarcastic,,Dark Brown,,Proud,12.61,1.16,9.65,66.72,12.68,26.979999999999997,5.28,8278,1.7011850135958532e-07,1.16,19.297142857142855,5
8278,Okay Bear #9409,Purple,,Defeated,,Tan,Worn Out Cap,Proud,11.87,19.650000000000002,5.26,66.72,14.13,2.79,5.28,8279,1.7038656323214577e-07,2.79,17.95714285714286,5
8279,Okay Bear #6713,Cream,Sleeveless Tee,Happy,,Grizzly,,Haa,13.26,2.86,7.88,66.72,14.399999999999999,26.979999999999997,2.1999999999999997,8280,1.7041936022160848e-07,2.1999999999999997,19.185714285714283,5
8280,Okay Bear #4298,Purple,Olive Windbreaker,Okay,,Tan,Army Hat,Pouting,11.87,2.56,20.23,66.72,14.13,2.39,12.31,8281,1.7050641390193333e-07,2.39,18.601428571428574,6
8281,Okay Bear #3376,Green,Striped Tee,Annoyed,,Polar,Skate Cap,Pouting,12.6,3.5700000000000003,13.089999999999998,66.72,6.41,5.510000000000001,12.31,8282,1.708056084279889e-07,3.5700000000000003,17.172857142857143,6
8282,Okay Bear #1580,Purple,,Closed,,Green,Classic Cap,Okay,11.87,19.650000000000002,3.1,66.72,4.5600000000000005,3.37,23.05,8283,1.7088214166435456e-07,3.1,18.90285714285714,5
8283,Okay Bear #4232,Blue,Loose Overalls,Robot,,Tan,,Okay,12.520000000000001,2.68,0.8699999999999999,66.72,14.13,26.979999999999997,23.05,8284,1.7114706272904851e-07,0.8699999999999999,20.992857142857144,5
8284,Okay Bear #1745,Blue,Olive Windbreaker,Okay,,Dark Brown,,Forced Smile,12.520000000000001,2.56,20.23,66.72,12.68,26.979999999999997,1.16,8285,1.7167829942324067e-07,1.16,20.407142857142855,5
8285,Okay Bear #660,Green,Double Jacket,Happy,,Tan,,Oou,12.6,2.5100000000000002,7.88,66.72,14.13,26.979999999999997,2.71,8286,1.7178289590552125e-07,2.5100000000000002,19.075714285714287,5
8286,Okay Bear #6356,Grey,Lumber Jacket,Annoyed,,Grizzly,Pencil,Okay,12.61,1.24,13.089999999999998,66.72,14.399999999999999,3.7900000000000005,23.05,8287,1.7179285123542235e-07,1.24,19.271428571428572,6
8287,Okay Bear #8133,White,Coat with Headphones,Sarcastic,,Andean,,Okay,12.65,0.8999999999999999,9.65,66.72,3.7699999999999996,26.979999999999997,23.05,8288,1.71858339452701e-07,0.8999999999999999,20.53142857142857,5
8288,Okay Bear #5041,Cream,Pullover Windbreaker,Sarcastic,,Tan,Backwards Flat Cap,Okay,13.26,2.04,9.65,66.72,14.13,3.0300000000000002,23.05,8289,1.718750203301556e-07,2.04,18.840000000000003,6
8289,Okay Bear #4921,Cream,Faded Denim Jacket,Spirited,,Tan,,Gah,13.26,1.9300000000000002,6.2,66.72,14.13,26.979999999999997,4.26,8290,1.7192628004780946e-07,1.9300000000000002,19.06857142857143,5
8290,Okay Bear #1092,Green,Summer Shirt,Sarcastic,,Dark Brown,,Oou,12.6,2.29,9.65,66.72,12.68,26.979999999999997,2.71,8291,1.7223438878415762e-07,2.29,19.090000000000003,5
8291,Okay Bear #3871,Cream,,Golden Glow,,Polar,Classic Cap,Okay,13.26,19.650000000000002,1.9900000000000002,66.72,6.41,3.37,23.05,8292,1.7225587894724373e-07,1.9900000000000002,19.20714285714286,5
8292,Okay Bear #8809,Grey,,Sarcastic,,Tan,Head Cam,Proud,12.61,19.650000000000002,9.65,66.72,14.13,1.46,5.28,8293,1.7377605444757906e-07,1.46,18.5,5
8293,Okay Bear #9824,Grey,,Annoyed,Aviator Sunglasses,Tan,,Huh,12.61,19.650000000000002,13.089999999999998,4.09,14.13,26.979999999999997,3.44,8294,1.7397351798789264e-07,3.44,13.427142857142858,5
8294,Okay Bear #6046,Warm Grey,,Spirited,,Grizzly,Skate Cap,Haa,12.27,19.650000000000002,6.2,66.72,14.399999999999999,5.510000000000001,2.1999999999999997,8295,1.7409713181427352e-07,2.1999999999999997,18.135714285714286,5
8295,Okay Bear #8614,Grey,Puffer Jacket,Okay,,Grizzly,,Toothpick,12.61,2.27,20.23,66.72,14.399999999999999,26.979999999999997,1.16,8296,1.7412265909837606e-07,1.16,20.624285714285715,5
8296,Okay Bear #4727,Cream,Overalls,Disappointed,,Ginger,,Wry,13.26,1.39,9.4,66.72,6.0600000000000005,26.979999999999997,9.22,8297,1.7425598612095326e-07,1.39,19.004285714285714,5
8297,Okay Bear #7495,Blue,,Annoyed,,Red Panda,Army Hat,Pouting,12.520000000000001,19.650000000000002,13.089999999999998,66.72,2.76,2.39,12.31,8298,1.7447274893020622e-07,2.39,18.49142857142857,5
8298,Okay Bear #3625,Purple,Black Tee,Okay,,Pink,Flat Hat,Okay,11.87,3.83,20.23,66.72,4.26,2.9000000000000004,23.05,8299,1.747350143755475e-07,2.9000000000000004,18.98,6
8299,Okay Bear #49,Green,,Interested,,Tan,Black Bucket Hat,Oou,12.6,19.650000000000002,6.710000000000001,66.72,14.13,4.12,2.71,8300,1.7487201985817434e-07,2.71,18.091428571428573,5
8300,Okay Bear #3011,Yellow,,Okay,,Black,Pom Pom Beanie,Gah,12.22,19.650000000000002,20.23,66.72,4.95,2.56,4.26,8301,1.7496067452519593e-07,2.56,18.65571428571429,5
8301,Okay Bear #4046,Green,Striped Tee,Okay,,Tan,Pom Pom Beanie,Clean Smile,12.6,3.5700000000000003,20.23,66.72,14.13,2.56,7.969999999999999,8302,1.7503751143293046e-07,2.56,18.25428571428571,6
8302,Okay Bear #8362,Warm Grey,Hooded Cardigan,Sarcastic,,Polar,,Clean Smile,12.27,1.6099999999999999,9.65,66.72,6.41,26.979999999999997,7.969999999999999,8303,1.7531217829267936e-07,1.6099999999999999,18.80142857142857,5
8303,Okay Bear #8327,White,Double Jacket,Annoyed,,Grizzly,Skate Cap,Clean Smile,12.65,2.5100000000000002,13.089999999999998,66.72,14.399999999999999,5.510000000000001,7.969999999999999,8304,1.7536072951815176e-07,2.5100000000000002,17.550000000000004,6
8304,Okay Bear #5643,Warm Grey,Tweed Suit,Okay,,Dark Brown,Black Bucket Hat,Okay,12.27,0.88,20.23,66.72,12.68,4.12,23.05,8305,1.7549573020364975e-07,0.88,19.992857142857144,6
8305,Okay Bear #8430,Grey,Autumn Sweater,Okay,,Tan,Runner Cap,Pouting,12.61,1.7500000000000002,20.23,66.72,14.13,3.39,12.31,8306,1.75632534538977e-07,1.7500000000000002,18.73428571428571,6
8306,Okay Bear #5794,Green,Cord Tracksuit,Spirited,,Panda,,Okay,12.6,1.39,6.2,66.72,3.9,26.979999999999997,23.05,8307,1.7571569499736762e-07,1.39,20.12,5
8307,Okay Bear #5142,Cream,Hawaiian Shirt,Defeated,,Polar,,Pouting,13.26,1.78,5.26,66.72,6.41,26.979999999999997,12.31,8308,1.763450753394867e-07,1.78,18.96,5
8308,Okay Bear #3798,Grey,Vintage Windbreaker,Okay,,Tan,Visor,Pouting,12.61,1.9300000000000002,20.23,66.72,14.13,3.09,12.31,8309,1.7655621512517442e-07,1.9300000000000002,18.717142857142857,6
8309,Okay Bear #7360,Cream,,Tired,,Red Panda,Sweatband,Okay,13.26,19.650000000000002,4.54,66.72,2.76,3.52,23.05,8310,1.76742357886106e-07,2.76,19.071428571428573,5
8310,Okay Bear #2931,Blue,Scarf,Defeated,,Grizzly,,Clean Smile,12.520000000000001,1.3,5.26,66.72,14.399999999999999,26.979999999999997,7.969999999999999,8311,1.7686920420817803e-07,1.3,19.307142857142857,5
8311,Okay Bear #4818,Yellow,Tech Jacket,Happy,,Pink,,Okay,12.22,1.04,7.88,66.72,4.26,26.979999999999997,23.05,8312,1.7701467599283814e-07,1.04,20.307142857142857,5
8312,Okay Bear #2974,Yellow,,Defeated,,Sun,Sweatband,Okay,12.22,19.650000000000002,5.26,66.72,2.59,3.52,23.05,8313,1.770879048131448e-07,2.59,19.001428571428573,5
8313,Okay Bear #7361,Grey,Double Jacket,Sad,,Grizzly,,Gah,12.61,2.5100000000000002,5.07,66.72,14.399999999999999,26.979999999999997,4.26,8314,1.7720127465304537e-07,2.5100000000000002,18.935714285714287,5
8314,Okay Bear #6571,Cream,Sling Pack,Disappointed,,Panda,,Wry,13.26,2.1999999999999997,9.4,66.72,3.9,26.979999999999997,9.22,8315,1.7749559096300524e-07,2.1999999999999997,18.81142857142857,5
8315,Okay Bear #6756,Cream,Puffer Jacket,Sarcastic,,Pink,,Clean Smile,13.26,2.27,9.65,66.72,4.26,26.979999999999997,7.969999999999999,8316,1.7752625767624157e-07,2.27,18.73,5
8316,Okay Bear #4549,Cream,Torn Sleeveless Tee,Interested,,Tan,Beret,Okay,13.26,3.15,6.710000000000001,66.72,14.13,2.92,23.05,8317,1.77839643328447e-07,2.92,18.562857142857144,6
8317,Okay Bear #7283,Green,Torn Sleeveless Tee,Disappointed,,Sand,Pencil,Okay,12.6,3.15,9.4,66.72,8.18,3.7900000000000005,23.05,8318,1.7788053767163526e-07,3.15,18.12714285714286,6
8318,Okay Bear #2670,Blue,Sling Pack,Happy,,Black,,Wry,12.520000000000001,2.1999999999999997,7.88,66.72,4.95,26.979999999999997,9.22,8319,1.7831477509322833e-07,2.1999999999999997,18.638571428571428,5
8319,Okay Bear #4205,White,Sling Pack,Happy,,Lofi,,Okay,12.65,2.1999999999999997,7.88,66.72,1.96,26.979999999999997,23.05,8320,1.7834642485806556e-07,1.96,20.20571428571429,5
8320,Okay Bear #1367,Yellow,Striped Tee,Sarcastic,,Sand,Classic Cap,Okay,12.22,3.5700000000000003,9.65,66.72,8.18,3.37,23.05,8321,1.7847480135729529e-07,3.37,18.10857142857143,6
8321,Okay Bear #8475,Yellow,Hooded Cardigan,Okay,,Dark Brown,Sticky Note,Okay,12.22,1.6099999999999999,20.23,66.72,12.68,2.3,23.05,8322,1.7851183800681628e-07,1.6099999999999999,19.830000000000002,6
8322,Okay Bear #8066,White,Hawaiian Shirt,Sarcastic,,Black,,Wry,12.65,1.78,9.65,66.72,4.95,26.979999999999997,9.22,8323,1.7851386135193036e-07,1.78,18.85,5
8323,Okay Bear #2493,Yellow,,Closed,Punk Sunglasses,Grizzly,,Okay,12.22,19.650000000000002,3.1,2.69,14.399999999999999,26.979999999999997,23.05,8324,1.7931767597591513e-07,2.69,14.584285714285715,5
8324,Okay Bear #6492,Cream,,Defeated,,Wood,Bandana,Okay,13.26,19.650000000000002,5.26,66.72,2.01,4.24,23.05,8325,1.7963075873710075e-07,2.01,19.169999999999998,5
8325,Okay Bear #2650,Yellow,Wool Overcoat,Annoyed,,Grizzly,Bandana,Okay,12.22,1.2,13.089999999999998,66.72,14.399999999999999,4.24,23.05,8326,1.802384378097279e-07,1.2,19.274285714285718,6
8326,Okay Bear #8459,Green,Hoodie with Headphones,Annoyed,,Dark Brown,,Sneer,12.6,2.27,13.089999999999998,66.72,12.68,26.979999999999997,2.11,8327,1.8031661279959628e-07,2.11,19.49285714285714,5
8327,Okay Bear #5281,Grey,Black Tee,Okay,,Tan,Rabbit Fur Hat,Okay,12.61,3.83,20.23,66.72,14.13,0.8500000000000001,23.05,8328,1.8046699972876962e-07,0.8500000000000001,20.202857142857145,6
