name,Background,Clothes,Eyes,Eyewear,Fur,Hat,Mouth,Background_rarity,Fur_rarity,Mouth_rarity,Eyes_rarity,Clothes_rarity,Eyewear_rarity,Hat_rarity
Okay Bear #7348,Yellow,Striped Tee,Sad,Circle Sunglasses,Black,Black Bucket Hat,Wry,0.1222,0.0495,0.0922,0.0507,0.0357,0.0282,0.0412
Okay Bear #7349,Yellow,Pullover Windbreaker,White Glow,,Tan,Backwards Flat Cap,Okay,0.1222,0.1413,0.2305,0.0341,0.0204,0.6672,0.0303
Okay Bear #735,Grey,Camel Coat,Happy,,Tan,Bandana,Okay,0.1261,0.1413,0.2305,0.0788,0.0116,0.6672,0.0424
Okay Bear #7350,Purple,Legacy Windbreaker,Interested,,Grizzly,Skate Cap,Pouting,0.1187,0.144,0.1231,0.0671,0.0115,0.6672,0.0551
Okay Bear #7351,Yellow,Hawaiian Shirt,Disappointed,,Tan,Rabbit Fur Hat,Haa,0.1222,0.1413,0.022,0.094,0.0178,0.6672,0.0085
Okay Bear #7352,Green,Overalls,Defeated,,Black,Classic Cap,Okay,0.126,0.0495,0.2305,0.0526,0.0139,0.6672,0.0337
Okay Bear #7353,Blue,Golf Polo,Spirited,Clear Glasses,Lofi,,Pouting,0.1252,0.0196,0.1231,0.062,0.02,0.0407,0.2698
Okay Bear #7354,Purple,,Sarcastic,Wayfarer Sunglasses,Ginger,,Clean Smile,0.1187,0.0606,0.0797,0.0965,0.1965,0.0438,0.2698
Okay Bear #7355,Yellow,Travel Coat,Interested,,Grizzly,Sticky Note,Hmm,0.1222,0.144,0.0302,0.0671,0.0101,0.6672,0.023
Okay Bear #7356,Warm Grey,Golf Polo,Annoyed,,Grizzly,Runner Cap,Wheat,0.1227,0.144,0.0217,0.1309,0.02,0.6672,0.0339
Okay Bear #7357,Purple,Polo with Headphones,Robot,,Dark Brown,,Pouting,0.1187,0.1268,0.1231,0.0087,0.0114,0.6672,0.2698
Okay Bear #7358,Blue,Winter Scarf,Spirited,,Polar,Skate Cap,Pouting,0.1252,0.0641,0.1231,0.062,0.006,0.6672,0.0551
Okay Bear #7359,Warm Grey,Vintage Windbreaker,Annoyed,Wayfarer Sunglasses,Sand,,Beaming Smile,0.1227,0.0818,0.0233,0.1309,0.0193,0.0438,0.2698
Okay Bear #736,Purple,Golf Polo,Annoyed,,Black,,Pouting,0.1187,0.0495,0.1231,0.1309,0.02,0.6672,0.2698
Okay Bear #7360,Cream,,Tired,,Red Panda,Sweatband,Okay,0.1326,0.0276,0.2305,0.0454,0.1965,0.6672,0.0352
Okay Bear #7361,Grey,Double Jacket,Sad,,Grizzly,,Gah,0.1261,0.144,0.0426,0.0507,0.0251,0.6672,0.2698
Okay Bear #7362,Blue,Faded Denim Jacket,Disappointed,,Tan,Backwards Skate Cap,Okay,0.1252,0.1413,0.2305,0.094,0.0193,0.6672,0.0212
Okay Bear #7363,Grey,Double Jacket,Okay,,Dark Brown,Flat Hat,Proud,0.1261,0.1268,0.0528,0.2023,0.0251,0.6672,0.029
Okay Bear #7364,Yellow,Black Tee,Happy,,Grizzly,Runner Cap,Hmm,0.1222,0.144,0.0302,0.0788,0.0383,0.6672,0.0339
Okay Bear #7365,Yellow,Sling Pack,Annoyed,,Dark Brown,,Okay,0.1222,0.1268,0.2305,0.1309,0.022,0.6672,0.2698
Okay Bear #7366,Yellow,Double Jacket,Happy,,Dark Brown,Okay Beanie,Okay,0.1222,0.1268,0.2305,0.0788,0.0251,0.6672,0.0301
Okay Bear #7367,Blue,Hooded Cardigan,Okay,,Polar,Skate Cap,Okay,0.1252,0.0641,0.2305,0.2023,0.0161,0.6672,0.0551
Okay Bear #7368,Grey,Hooded Cardigan,Okay,Aviator Sunglasses,Black,Classic Cap,Ohh,0.1261,0.0495,0.0243,0.2023,0.0161,0.0409,0.0337
Okay Bear #7369,Green,Sleeveless Tee,Okay,Clear Glasses,Andean,Sticky Note,Okay,0.126,0.0377,0.2305,0.2023,0.0286,0.0407,0.023
Okay Bear #737,Cream,,Annoyed,,Pink,,Wry,0.1326,0.0426,0.0922,0.1309,0.1965,0.6672,0.2698
Okay Bear #7370,Yellow,Urban Hoodie,Golden Glow,,Tan,Skate Cap,Pouting,0.1222,0.1413,0.1231,0.0199,0.012,0.6672,0.0551
Okay Bear #7371,White,Insulated Jacket,Sarcastic,Circle Sunglasses,Albino,Sweatband,Pouting,0.1265,0.0456,0.1231,0.0965,0.0155,0.0282,0.0352
Okay Bear #7372,Warm Grey,Utility Vest,Happy,,Tan,,Beaming Smile,0.1227,0.1413,0.0233,0.0788,0.0197,0.6672,0.2698
Okay Bear #7373,Yellow,Camel Coat,Disappointed,,Pink,Worn Out Cap,Yoyo,0.1222,0.0426,0.0048,0.094,0.0116,0.6672,0.0279
Okay Bear #7374,Grey,,Disappointed,Barrel Sunglasses,Sand,,Wheat,0.1261,0.0818,0.0217,0.094,0.1965,0.0211,0.2698
Okay Bear #7375,Grey,Scarf,Okay,Flying Goggles,Andean,,Wheat,0.1261,0.0377,0.0217,0.2023,0.013,0.0183,0.2698
Okay Bear #7376,Warm Grey,,Disappointed,,Tan,Army Hat,Okay,0.1227,0.1413,0.2305,0.094,0.1965,0.6672,0.0239
Okay Bear #7377,Grey,Denim Jacket,Sad,Flying Goggles,Grizzly,,Beaming Smile,0.1261,0.144,0.0233,0.0507,0.0091,0.0183,0.2698
Okay Bear #7378,Blue,Puffer Jacket,Happy,,Panda,Bandana,Proud,0.1252,0.039,0.0528,0.0788,0.0227,0.6672,0.0424
Okay Bear #7379,White,Torn Sleeveless Tee,Wide Eyed,,Albino,,Ugh,0.1265,0.0456,0.0151,0.026,0.0315,0.6672,0.2698
Okay Bear #738,Yellow,Hoodie with Headphones,Sarcastic,Aviator Sunglasses,Sand,Earrings,Okay,0.1222,0.0818,0.2305,0.0965,0.0227,0.0409,0.0266
Okay Bear #7380,Cream,,Golden Glow,Flying Goggles,Sand,Bandana,Huh,0.1326,0.0818,0.0344,0.0199,0.1965,0.0183,0.0424
Okay Bear #7381,Cream,Loose Overalls,Annoyed,Wayfarer Sunglasses,Grizzly,Visor,Clean Smile,0.1326,0.144,0.0797,0.1309,0.0268,0.0438,0.0309
Okay Bear #7382,Blue,Polo with Headphones,Interested,VR Headset,Lofi,,Ohh,0.1252,0.0196,0.0243,0.0671,0.0114,0.0092,0.2698
Okay Bear #7383,Yellow,Autumn Sweater,Interested,,Green,Earrings,Pouting,0.1222,0.0456,0.1231,0.0671,0.0175,0.6672,0.0266
Okay Bear #7384,Warm Grey,Winter Scarf,Tired,Clear Glasses,Dark Brown,Pencil,Okay,0.1227,0.1268,0.2305,0.0454,0.006,0.0407,0.0379
Okay Bear #7385,Cream,Olive Windbreaker,Annoyed,,Albino,Sweatband,Yawn,0.1326,0.0456,0.0083,0.1309,0.0256,0.6672,0.0352
Okay Bear #7386,Purple,Hoodie with Headphones,Spirited,,Sun,,Wry,0.1187,0.0259,0.0922,0.062,0.0227,0.6672,0.2698
Okay Bear #7387,Green,,Happy,,Ginger,Okay Beanie,Pouting,0.126,0.0606,0.1231,0.0788,0.1965,0.6672,0.0301
Okay Bear #7388,Yellow,Camel Coat,Annoyed,,Tan,,Yum,0.1222,0.1413,0.0098,0.1309,0.0116,0.6672,0.2698
Okay Bear #7389,Cream,,Okay,,Grizzly,,Okay,0.1326,0.144,0.2305,0.2023,0.1965,0.6672,0.2698
Okay Bear #739,Purple,Formal Vest,Interested,,Wood,Backwards Flat Cap,Clean Smile,0.1187,0.0201,0.0797,0.0671,0.0157,0.6672,0.0303
Okay Bear #7390,Purple,Woven Sweater,Okay,,Dark Brown,,Wheat,0.1187,0.1268,0.0217,0.2023,0.0208,0.6672,0.2698
Okay Bear #7391,Blue,,Tired,,Grizzly,,Ugh,0.1252,0.144,0.0151,0.0454,0.1965,0.6672,0.2698
Okay Bear #7392,Warm Grey,Summer Shirt,Okay,,Sand,,Ohh,0.1227,0.0818,0.0243,0.2023,0.0229,0.6672,0.2698
Okay Bear #7393,Grey,Loose Overalls,Robot,,Grizzly,Classic Cap,Clean Smile,0.1261,0.144,0.0797,0.0087,0.0268,0.6672,0.0337
Okay Bear #7394,Warm Grey,Loose Overalls,Happy,,Black,Worn Out Beanie,Earphones,0.1227,0.0495,0.0049,0.0788,0.0268,0.6672,0.026
Okay Bear #7395,Grey,Insulated Jacket,Sarcastic,Aviator Sunglasses,Sand,Runner Cap,Yum,0.1261,0.0818,0.0098,0.0965,0.0155,0.0409,0.0339
Okay Bear #7396,White,Torn Sleeveless Tee,Annoyed,Pixel Glasses,Ginger,,Worried,0.1265,0.0606,0.0095,0.1309,0.0315,0.032,0.2698
Okay Bear #7397,Purple,Leather Jacket,Sarcastic,,Panda,Pencil,Gah,0.1187,0.039,0.0426,0.0965,0.013,0.6672,0.0379
Okay Bear #7398,Warm Grey,Black Tee,Okay,,Dark Brown,Classic Cap,Yum,0.1227,0.1268,0.0098,0.2023,0.0383,0.6672,0.0337
Okay Bear #7399,White,Polo with Headphones,Disappointed,Clear Glasses,Panda,Ear Tag,Clean Smile,0.1265,0.039,0.0797,0.094,0.0114,0.0407,0.0191
Okay Bear #74,Green,Torn Sleeveless Tee,Okay,,Grizzly,Earrings,Clean Smile,0.126,0.144,0.0797,0.2023,0.0315,0.6672,0.0266
Okay Bear #740,Warm Grey,Double Jacket,Happy,,Grizzly,,Clean Smile,0.1227,0.144,0.0797,0.0788,0.0251,0.6672,0.2698
Okay Bear #7400,Purple,Pullover Windbreaker,Happy,Holographic,Black,,Okay,0.1187,0.0495,0.2305,0.0788,0.0204,0.0171,0.2698
Okay Bear #7401,Purple,Suede Jacket,Happy,Aviator Sunglasses,Ginger,Pencil,Okay,0.1187,0.0606,0.2305,0.0788,0.0202,0.0409,0.0379
Okay Bear #7402,White,Hooded Cardigan,Okay,,Grizzly,Runner Cap,Pouting,0.1265,0.144,0.1231,0.2023,0.0161,0.6672,0.0339
Okay Bear #7403,White,Okay Tee,Tired,,Ginger,Pom Pom Beanie,Wheat,0.1265,0.0606,0.0217,0.0454,0.0273,0.6672,0.0256
Okay Bear #7404,Yellow,Cord Tracksuit,Disappointed,,Red Panda,Worn Out Beanie,Gaiter,0.1222,0.0276,0.0057,0.094,0.0139,0.6672,0.026
Okay Bear #7405,Cream,Formal Vest,Disappointed,Pixel Glasses,Andean,Pom Pom Beanie,Okay,0.1326,0.0377,0.2305,0.094,0.0157,0.032,0.0256
Okay Bear #7406,Blue,Striped Tee,Interested,,Andean,Sticky Note,Okay,0.1252,0.0377,0.2305,0.0671,0.0357,0.6672,0.023
Okay Bear #7407,Grey,Autumn Sweater,Annoyed,,Sand,,Sneer,0.1261,0.0818,0.0211,0.1309,0.0175,0.6672,0.2698
Okay Bear #7408,Warm Grey,Puffer Jacket,Okay,,Grizzly,,Pencil,0.1227,0.144,0.0081,0.2023,0.0227,0.6672,0.2698
Okay Bear #7409,White,Sling Pack,Okay,Wayfarer Sunglasses,Polar,Black Bucket Hat,Worried,0.1265,0.0641,0.0095,0.2023,0.022,0.0438,0.0412
Okay Bear #741,Green,Insulated Jacket,Interested,,Green,Okay Beanie,Okay,0.126,0.0456,0.2305,0.0671,0.0155,0.6672,0.0301
Okay Bear #7410,Warm Grey,,White Glow,Circle Sunglasses,Tan,Pom Pom Beanie,Sneer,0.1227,0.1413,0.0211,0.0341,0.1965,0.0282,0.0256
Okay Bear #7411,Cream,,Sarcastic,,Red Panda,Baker Boy Hat,Clean Smile,0.1326,0.0276,0.0797,0.0965,0.1965,0.6672,0.0214
Okay Bear #7412,Green,Coat with Headphones,Okay,,Red Panda,,Pouting,0.126,0.0276,0.1231,0.2023,0.009,0.6672,0.2698
Okay Bear #7413,Warm Grey,Lumber Jacket,Spirited,Flying Goggles,Tan,Okay Beanie,Okay,0.1227,0.1413,0.2305,0.062,0.0124,0.0183,0.0301
Okay Bear #7414,White,Black Tee,Defeated,,Grizzly,Okay Beanie,Okay,0.1265,0.144,0.2305,0.0526,0.0383,0.6672,0.0301
Okay Bear #7415,Warm Grey,,Annoyed,Circle Sunglasses,Dark Brown,Beret,Huh,0.1227,0.1268,0.0344,0.1309,0.1965,0.0282,0.0292
Okay Bear #7416,Blue,Sling Pack,Sarcastic,Clear Glasses,Grizzly,Skate Cap,Wry,0.1252,0.144,0.0922,0.0965,0.022,0.0407,0.0551
Okay Bear #7417,White,Utility Vest,Okay,,Grizzly,Beret,Okay,0.1265,0.144,0.2305,0.2023,0.0197,0.6672,0.0292
Okay Bear #7418,White,Urban Hoodie,Annoyed,Barrel Sunglasses,Tan,,Worried,0.1265,0.1413,0.0095,0.1309,0.012,0.0211,0.2698
Okay Bear #7419,Warm Grey,Cord Tracksuit,Sad,Aviator Sunglasses,Albino,Worn Out Cap,Okay,0.1227,0.0456,0.2305,0.0507,0.0139,0.0409,0.0279
Okay Bear #742,Grey,Sleeveless Tee,Annoyed,Flying Goggles,Grizzly,Sweatband,Ugh,0.1261,0.144,0.0151,0.1309,0.0286,0.0183,0.0352
Okay Bear #7420,Blue,Scarf,Okay,,Andean,,Okay,0.1252,0.0377,0.2305,0.2023,0.013,0.6672,0.2698
Okay Bear #7421,Yellow,Denim Jacket,Okay,,Grizzly,,Wry,0.1222,0.144,0.0922,0.2023,0.0091,0.6672,0.2698
Okay Bear #7422,Green,Vintage Windbreaker,Disappointed,,Grizzly,Runner Cap,Hmm,0.126,0.144,0.0302,0.094,0.0193,0.6672,0.0339
Okay Bear #7423,Cream,Black Tee,Sarcastic,Wayfarer Sunglasses,Dark Brown,Skate Cap,Raspberry,0.1326,0.1268,0.0253,0.0965,0.0383,0.0438,0.0551
Okay Bear #7424,Grey,,Sarcastic,,Red Panda,,Sneer,0.1261,0.0276,0.0211,0.0965,0.1965,0.6672,0.2698
Okay Bear #7425,Purple,Leather Jacket,Spirited,,Green,Backwards Flat Cap,Pouting,0.1187,0.0456,0.1231,0.062,0.013,0.6672,0.0303
Okay Bear #7426,Cream,Okay Tee,Tired,,Andean,Okay Beanie,Yum,0.1326,0.0377,0.0098,0.0454,0.0273,0.6672,0.0301
Okay Bear #7427,Cream,Travel Coat,Sarcastic,Clear Glasses,Grizzly,Backwards Skate Cap,Pouting,0.1326,0.144,0.1231,0.0965,0.0101,0.0407,0.0212
Okay Bear #7428,Blue,Scarf,Annoyed,,Black,,Sneer,0.1252,0.0495,0.0211,0.1309,0.013,0.6672,0.2698
Okay Bear #7429,Purple,Okay Tee,Annoyed,,Lofi,,Yawn,0.1187,0.0196,0.0083,0.1309,0.0273,0.6672,0.2698
Okay Bear #743,Purple,Striped Tee,Disappointed,Wayfarer Sunglasses,Grizzly,,Wheat,0.1187,0.144,0.0217,0.094,0.0357,0.0438,0.2698
Okay Bear #7430,Blue,Wool Overcoat,Disappointed,,Grizzly,Black Bucket Hat,Okay,0.1252,0.144,0.2305,0.094,0.012,0.6672,0.0412
Okay Bear #7431,Warm Grey,Sleeveless Tee,Closed,,Dark Brown,,Yum,0.1227,0.1268,0.0098,0.031,0.0286,0.6672,0.2698
Okay Bear #7432,Warm Grey,Sleeveless Tee,Annoyed,Wayfarer Sunglasses,Ginger,,Okay,0.1227,0.0606,0.2305,0.1309,0.0286,0.0438,0.2698
Okay Bear #7433,Warm Grey,,Interested,,Sand,Pom Pom Beanie,Raspberry,0.1227,0.0818,0.0253,0.0671,0.1965,0.6672,0.0256
Okay Bear #7434,Grey,Vintage Shirt,Tired,,Albino,Baker Boy Hat,Asparagus,0.1261,0.0456,0.0076,0.0454,0.0275,0.6672,0.0214
Okay Bear #7435,Purple,Scarf,Okay,Clear Glasses,Panda,Bandana,Okay,0.1187,0.039,0.2305,0.2023,0.013,0.0407,0.0424
Okay Bear #7436,Cream,,Disappointed,,Polar,Skate Cap,Okay,0.1326,0.0641,0.2305,0.094,0.1965,0.6672,0.0551
Okay Bear #7437,Cream,,Okay,,Dark Brown,Sweatband,Raspberry,0.1326,0.1268,0.0253,0.2023,0.1965,0.6672,0.0352
Okay Bear #7438,Purple,Sleeveless Tee,Disappointed,,Dark Brown,Beret,Proud,0.1187,0.1268,0.0528,0.094,0.0286,0.6672,0.0292
Okay Bear #7439,White,,Sad,,Dark Brown,Okay Beanie,Pouting,0.1265,0.1268,0.1231,0.0507,0.1965,0.6672,0.0301
Okay Bear #744,Grey,Cord Tracksuit,Sarcastic,,Tan,,Proud,0.1261,0.1413,0.0528,0.0965,0.0139,0.6672,0.2698
Okay Bear #7440,White,Double Jacket,White Glow,Barrel Sunglasses,Grizzly,Worn Out Beanie,Clean Smile,0.1265,0.144,0.0797,0.0341,0.0251,0.0211,0.026
Okay Bear #7441,Green,Puffer Jacket,Okay,,Albino,,Proud,0.126,0.0456,0.0528,0.2023,0.0227,0.6672,0.2698
Okay Bear #7442,Grey,Wool Overcoat,Closed,,Black,Okay Beanie,Ohh,0.1261,0.0495,0.0243,0.031,0.012,0.6672,0.0301
Okay Bear #7443,Green,Vintage Windbreaker,Happy,,Andean,Worn Out Beanie,Ahh,0.126,0.0377,0.0113,0.0788,0.0193,0.6672,0.026
Okay Bear #7444,Blue,Woven Sweater,Interested,Round Glasses,Tan,Rubik's Cube,Gah,0.1252,0.1413,0.0426,0.0671,0.0208,0.0374,0.0041
Okay Bear #7445,Warm Grey,Lumber Jacket,Okay,Flying Goggles,Tan,Ear Tag,Okay,0.1227,0.1413,0.2305,0.2023,0.0124,0.0183,0.0191
Okay Bear #7446,Yellow,Suede Jacket,Annoyed,,Pink,Baker Boy Hat,Okay,0.1222,0.0426,0.2305,0.1309,0.0202,0.6672,0.0214
Okay Bear #7447,White,Puffer Jacket,Disappointed,,Ginger,Black Bucket Hat,Wry,0.1265,0.0606,0.0922,0.094,0.0227,0.6672,0.0412
Okay Bear #7448,White,Golf Polo,White Glow,,Grizzly,Flat Hat,Wry,0.1265,0.144,0.0922,0.0341,0.02,0.6672,0.029
Okay Bear #7449,Cream,Torn Tee,Okay,,Sand,Black Bucket Hat,Wry,0.1326,0.0818,0.0922,0.2023,0.0104,0.6672,0.0412
Okay Bear #745,Purple,Vintage Shirt,Okay,,Wood,Okay Beanie,Wry,0.1187,0.0201,0.0922,0.2023,0.0275,0.6672,0.0301
Okay Bear #7450,Cream,Torn Sleeveless Tee,Happy,,Tan,Worn Out Beanie,Ohh,0.1326,0.1413,0.0243,0.0788,0.0315,0.6672,0.026
Okay Bear #7451,Blue,,Disappointed,,Dark Brown,Black Bucket Hat,Hmm,0.1252,0.1268,0.0302,0.094,0.1965,0.6672,0.0412
Okay Bear #7452,Cream,,Disappointed,,Red Panda,Runner Cap,Gah,0.1326,0.0276,0.0426,0.094,0.1965,0.6672,0.0339
Okay Bear #7453,Blue,Okay Tee,Okay,,Tan,Backwards Skate Cap,Clean Smile,0.1252,0.1413,0.0797,0.2023,0.0273,0.6672,0.0212
Okay Bear #7454,Blue,Suede Jacket,White Glow,,Green,Classic Cap,Wry,0.1252,0.0456,0.0922,0.0341,0.0202,0.6672,0.0337
Okay Bear #7455,Purple,Legacy Windbreaker,Closed,Barrel Sunglasses,Coral,Worn Out Cap,Gah,0.1187,0.0072,0.0426,0.031,0.0115,0.0211,0.0279
Okay Bear #7456,Blue,Insulated Jacket,Okay,Barrel Sunglasses,Panda,Okay Beanie,Gaiter,0.1252,0.039,0.0057,0.2023,0.0155,0.0211,0.0301
Okay Bear #7457,Blue,Overalls,Sad,,Grizzly,,Pouting,0.1252,0.144,0.1231,0.0507,0.0139,0.6672,0.2698
Okay Bear #7458,Grey,Overalls,Okay,Flying Goggles,Dark Brown,Backwards Skate Cap,Ugh,0.1261,0.1268,0.0151,0.2023,0.0139,0.0183,0.0212
Okay Bear #7459,Green,Vintage Shirt,Okay,Barrel Sunglasses,Dark Brown,Sweatband,Wry,0.126,0.1268,0.0922,0.2023,0.0275,0.0211,0.0352
Okay Bear #746,Yellow,Hoodie with Headphones,Tired,Holographic,Black,Black Bucket Hat,Pouting,0.1222,0.0495,0.1231,0.0454,0.0227,0.0171,0.0412
Okay Bear #7460,Purple,Cord Tracksuit,Sarcastic,,Grizzly,,Pouting,0.1187,0.144,0.1231,0.0965,0.0139,0.6672,0.2698
Okay Bear #7461,Cream,Black Tee,Annoyed,,Panda,,Raspberry,0.1326,0.039,0.0253,0.1309,0.0383,0.6672,0.2698
Okay Bear #7462,Blue,Overalls,Annoyed,,Ginger,Ear Tag,Toothpick,0.1252,0.0606,0.0116,0.1309,0.0139,0.6672,0.0191
Okay Bear #7463,Cream,,Closed,,Tan,Backwards Flat Cap,Gah,0.1326,0.1413,0.0426,0.031,0.1965,0.6672,0.0303
Okay Bear #7464,Blue,Winter Scarf,Spirited,,Andean,Earrings,Pouting,0.1252,0.0377,0.1231,0.062,0.006,0.6672,0.0266
Okay Bear #7465,Yellow,,Disappointed,,Green,,Pouting,0.1222,0.0456,0.1231,0.094,0.1965,0.6672,0.2698
Okay Bear #7466,Grey,,Okay,,Grizzly,Beret,Okay,0.1261,0.144,0.2305,0.2023,0.1965,0.6672,0.0292
Okay Bear #7467,White,Woven Sweater,Interested,,Sand,Beret,Yum,0.1265,0.0818,0.0098,0.0671,0.0208,0.6672,0.0292
Okay Bear #7468,Grey,Sleeveless Tee,Closed,Pixel Glasses,Albino,Runner Cap,Pouting,0.1261,0.0456,0.1231,0.031,0.0286,0.032,0.0339
Okay Bear #7469,Yellow,Olive Windbreaker,Okay,,Albino,Backwards Flat Cap,Oou,0.1222,0.0456,0.0271,0.2023,0.0256,0.6672,0.0303
Okay Bear #747,Purple,Tweed Suit,Okay,,Pink,Skate Cap,Beaming Smile,0.1187,0.0426,0.0233,0.2023,0.0088,0.6672,0.0551
Okay Bear #7470,Warm Grey,,Sad,Clear Glasses,Tan,Skate Cap,Okay,0.1227,0.1413,0.2305,0.0507,0.1965,0.0407,0.0551
Okay Bear #7471,White,Pullover Windbreaker,Happy,,Pink,Visor,Okay,0.1265,0.0426,0.2305,0.0788,0.0204,0.6672,0.0309
Okay Bear #7472,Yellow,Loose Overalls,Annoyed,,Ginger,Sticky Note,Wry,0.1222,0.0606,0.0922,0.1309,0.0268,0.6672,0.023
Okay Bear #7473,Blue,Torn Tee,Defeated,Wayfarer Sunglasses,Polar,,Huh,0.1252,0.0641,0.0344,0.0526,0.0104,0.0438,0.2698
Okay Bear #7474,Warm Grey,Legacy Windbreaker,Interested,,Grizzly,Classic Cap,Okay,0.1227,0.144,0.2305,0.0671,0.0115,0.6672,0.0337
Okay Bear #7475,Green,Striped Tee,Tired,,Grizzly,Beret,Okay,0.126,0.144,0.2305,0.0454,0.0357,0.6672,0.0292
Okay Bear #7476,Blue,Overalls,Closed,,Black,Beret,Proud,0.1252,0.0495,0.0528,0.031,0.0139,0.6672,0.0292
Okay Bear #7477,Blue,Hawaiian Shirt,Tired,,Tan,,Clean Smile,0.1252,0.1413,0.0797,0.0454,0.0178,0.6672,0.2698
Okay Bear #7478,Warm Grey,Aviator Jacket,Robot,,Tan,Black Bucket Hat,Eight Ball,0.1227,0.1413,0.0038,0.0087,0.0075,0.6672,0.0412
Okay Bear #7479,Grey,Overalls,Annoyed,,Sand,,Okay,0.1261,0.0818,0.2305,0.1309,0.0139,0.6672,0.2698
Okay Bear #748,Green,Legacy Windbreaker,Defeated,Pixel Glasses,Sand,,Okay,0.126,0.0818,0.2305,0.0526,0.0115,0.032,0.2698
Okay Bear #7480,Purple,Summer Shirt,Annoyed,,Black,Army Hat,Wry,0.1187,0.0495,0.0922,0.1309,0.0229,0.6672,0.0239
Okay Bear #7481,Grey,Camel Coat,Tired,Wayfarer Sunglasses,Dark Brown,Black Bucket Hat,Sneer,0.1261,0.1268,0.0211,0.0454,0.0116,0.0438,0.0412
Okay Bear #7482,Green,Double Jacket,Sad,,Sun,Okay Beanie,Pouting,0.126,0.0259,0.1231,0.0507,0.0251,0.6672,0.0301
Okay Bear #7483,Green,Cord Tracksuit,Spirited,,Polar,Runner Cap,Gaiter,0.126,0.0641,0.0057,0.062,0.0139,0.6672,0.0339
Okay Bear #7484,Yellow,Summer Shirt,Sad,,Panda,Surf Bucket Hat,Pouting,0.1222,0.039,0.1231,0.0507,0.0229,0.6672,0.0133
Okay Bear #7485,Warm Grey,Sleeveless Tee,Tired,Punk Sunglasses,Dark Brown,,Wry,0.1227,0.1268,0.0922,0.0454,0.0286,0.0269,0.2698
Okay Bear #7486,Cream,Torn Sleeveless Tee,Spirited,,Grizzly,,Okay,0.1326,0.144,0.2305,0.062,0.0315,0.6672,0.2698
Okay Bear #7487,White,Hoodie with Headphones,Closed,,Andean,Army Hat,Wry,0.1265,0.0377,0.0922,0.031,0.0227,0.6672,0.0239
Okay Bear #7488,Green,Scarf,Tired,Barrel Sunglasses,Andean,Sticky Note,Ahh,0.126,0.0377,0.0113,0.0454,0.013,0.0211,0.023
Okay Bear #7489,Warm Grey,Woven Sweater,Disappointed,,Polar,Runner Cap,Proud,0.1227,0.0641,0.0528,0.094,0.0208,0.6672,0.0339
Okay Bear #749,Blue,Puffer Jacket,Disappointed,,Ginger,Backwards Flat Cap,Wheat,0.1252,0.0606,0.0217,0.094,0.0227,0.6672,0.0303
Okay Bear #7490,Green,Sling Pack,Annoyed,,Ginger,Pom Pom Beanie,Wheat,0.126,0.0606,0.0217,0.1309,0.022,0.6672,0.0256
Okay Bear #7491,Purple,Loose Overalls,Okay,,Ginger,Classic Cap,Pencil,0.1187,0.0606,0.0081,0.2023,0.0268,0.6672,0.0337
Okay Bear #7492,White,,Happy,Holographic,Ginger,Beret,Wry,0.1265,0.0606,0.0922,0.0788,0.1965,0.0171,0.0292
Okay Bear #7493,Warm Grey,,Disappointed,,Dark Brown,Army Hat,Proud,0.1227,0.1268,0.0528,0.094,0.1965,0.6672,0.0239
Okay Bear #7494,Purple,Woven Sweater,Sad,,Polar,Visor,Huh,0.1187,0.0641,0.0344,0.0507,0.0208,0.6672,0.0309
Okay Bear #7495,Blue,,Annoyed,,Red Panda,Army Hat,Pouting,0.1252,0.0276,0.1231,0.1309,0.1965,0.6672,0.0239
Okay Bear #7496,Yellow,Leather Jacket,Okay,,Lofi,Skate Cap,Oou,0.1222,0.0196,0.0271,0.2023,0.013,0.6672,0.0551
Okay Bear #7497,Warm Grey,Travel Coat,Interested,,Sand,Book,Okay,0.1227,0.0818,0.2305,0.0671,0.0101,0.6672,0.0086
Okay Bear #7498,White,Sling Pack,Sad,,Sand,Flat Hat,Okay,0.1265,0.0818,0.2305,0.0507,0.022,0.6672,0.029
Okay Bear #7499,Warm Grey,Coat with Headphones,Disappointed,Pixel Glasses,Polar,Runner Cap,Okay,0.1227,0.0641,0.2305,0.094,0.009,0.032,0.0339
Okay Bear #75,Blue,Double Jacket,Annoyed,Round Glasses,Albino,Bandana,Proud,0.1252,0.0456,0.0528,0.1309,0.0251,0.0374,0.0424
Okay Bear #750,Green,Striped Tee,Annoyed,Wayfarer Sunglasses,Sand,Backwards Skate Cap,Wry,0.126,0.0818,0.0922,0.1309,0.0357,0.0438,0.0212
Okay Bear #7500,Blue,Black Tee,Sad,,Black,,Haa,0.1252,0.0495,0.022,0.0507,0.0383,0.6672,0.2698
Okay Bear #7501,Green,,Spirited,Aviator Sunglasses,Sand,,Beaming Smile,0.126,0.0818,0.0233,0.062,0.1965,0.0409,0.2698
Okay Bear #7502,Purple,Summer Shirt,Annoyed,,Sand,Baker Boy Hat,Clean Smile,0.1187,0.0818,0.0797,0.1309,0.0229,0.6672,0.0214
Okay Bear #7503,Yellow,Okay Tee,Okay,Pixel Glasses,Black,,Proud,0.1222,0.0495,0.0528,0.2023,0.0273,0.032,0.2698
Okay Bear #7504,Cream,Torn Sleeveless Tee,Okay,,Sand,Flat Hat,Hmm,0.1326,0.0818,0.0302,0.2023,0.0315,0.6672,0.029
